Month,ATC2_desc,Scripts
2000-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,943
2000-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,889
2000-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,891
2000-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,863
2000-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,877
2001-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,850
2001-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,874
2001-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,864
2001-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,778
2001-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,801
2001-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,924
2001-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,960
2001-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,888
2001-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,896
2001-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,885
2001-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,875
2001-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,919
2002-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,915
2002-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,810
2002-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,969
2002-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,739
2002-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,900
2002-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,941
2002-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,983
2002-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,1005
2002-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,981
2002-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,1027
2002-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,950
2002-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,1054
2003-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,980
2003-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,897
2003-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,1007
2003-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,875
2003-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1013
2003-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,1163
2003-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,1103
2003-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,1085
2003-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,1123
2003-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,1155
2003-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,1111
2003-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,1100
2004-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1041
2004-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,1002
2004-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,1076
2004-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,910
2004-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1042
2004-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,1197
2004-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,1160
2004-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,1155
2004-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,1160
2004-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,1157
2004-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,1061
2004-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,970
2005-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1041
2005-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,946
2005-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,944
2005-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,993
2005-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,941
2005-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,1147
2005-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,1017
2005-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,1158
2005-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,1029
2005-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,1097
2005-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,1075
2005-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,940
2006-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1008
2006-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,1021
2006-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,923
2006-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1006
2006-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1026
2006-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,1087
2006-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,1132
2006-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,1210
2006-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,1088
2006-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,1158
2006-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,1047
2006-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,1085
2007-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1044
2007-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,959
2007-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,976
2007-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1009
2007-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1141
2007-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,1678
2007-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,1565
2007-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,1749
2007-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,1715
2007-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,1785
2007-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,1678
2007-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,1628
2008-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1786
2008-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,1672
2008-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,1818
2008-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1429
2008-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1843
2008-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,1992
1991-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,1933
1991-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,2010
1991-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,1970
1991-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,2036
1991-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,1932
1991-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,2088
1992-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1947
1992-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,1920
1992-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,1992
1992-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1616
1992-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1919
1992-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,2148
1992-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,2031
1992-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,2100
1992-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,2196
1992-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,2089
1992-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,2197
1992-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,2154
1993-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,1935
1993-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,2070
1993-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,1997
1993-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1676
1993-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,1861
1993-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,2351
1993-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,2084
1993-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,2322
1993-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,2224
1993-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,2180
1993-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,2381
1993-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,2160
1994-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,2375
1994-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,2216
1994-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,2099
1994-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1933
1994-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,2245
1994-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,2712
1994-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,2096
1994-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,2379
1994-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,2463
1994-10-01T00:00:00Z,OTHER GYNAECOLOGICALS,2378
1994-11-01T00:00:00Z,OTHER GYNAECOLOGICALS,2450
1994-12-01T00:00:00Z,OTHER GYNAECOLOGICALS,2251
1995-01-01T00:00:00Z,OTHER GYNAECOLOGICALS,2108
1995-02-01T00:00:00Z,OTHER GYNAECOLOGICALS,2318
1995-03-01T00:00:00Z,OTHER GYNAECOLOGICALS,2235
1995-04-01T00:00:00Z,OTHER GYNAECOLOGICALS,1778
1995-05-01T00:00:00Z,OTHER GYNAECOLOGICALS,2473
1995-06-01T00:00:00Z,OTHER GYNAECOLOGICALS,2286
1995-07-01T00:00:00Z,OTHER GYNAECOLOGICALS,2590
1995-08-01T00:00:00Z,OTHER GYNAECOLOGICALS,2628
1995-09-01T00:00:00Z,OTHER GYNAECOLOGICALS,2204
1995-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,182063
1995-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,163224
1995-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,165934
1996-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,177785
1996-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,170709
1996-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,192079
1996-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,162205
1996-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,173032
1996-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,191329
1996-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,201722
1996-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,196223
1996-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,207434
1996-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,230353
1996-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,212689
1996-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,219017
1997-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,213692
1997-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,207718
1997-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,236233
1997-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,190041
1997-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,217417
1997-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,260630
1997-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,249854
1997-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,260526
1997-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,270440
1997-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,271639
1997-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,268393
1997-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,254888
1998-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,238930
1998-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,238882
1998-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,285487
1998-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,201169
1998-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,241746
1998-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,303615
1998-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,271167
1998-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,297284
1998-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,294649
1998-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,285936
1998-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,307607
1998-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,282143
1999-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,271475
1999-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,270363
1999-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,272532
1999-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,257167
1999-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,270152
1999-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,324352
1999-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,308082
1999-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,321226
1999-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,316096
1999-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,306999
1999-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,315955
1999-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,281244
2000-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,295921
2000-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,272923
2000-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,285313
2000-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,278317
2000-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,301491
2000-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,324128
2000-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,336136
2000-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,353429
2000-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,322999
2000-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,352265
2000-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,319012
2000-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,315096
2001-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,316120
2001-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,288936
2001-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,325213
2001-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,277900
2001-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,305345
2001-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,334938
2001-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,357017
2001-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,361111
2001-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,358994
2001-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,365776
2001-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,324827
2001-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,330158
2002-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,324576
2002-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,285620
2002-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,346378
2002-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,253079
2002-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,321370
2002-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,353162
2002-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,353835
2002-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,366226
2002-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,370719
2002-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,374969
2002-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,333731
2002-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,352178
2003-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,320947
2003-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,311609
2003-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,339963
2003-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,274452
2003-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,326948
2003-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,420727
2003-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,366845
2003-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,390984
2003-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,393383
2003-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,394537
2003-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,385127
2003-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,367814
2004-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,340105
2004-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,337530
2004-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,354068
2004-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,297860
2004-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,365406
2004-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,406511
2004-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,390543
2004-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,413550
2004-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,400607
2004-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,427609
2004-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,390819
2004-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,335784
2005-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,371338
2005-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,333130
2005-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,314599
2005-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,336242
2005-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,350005
2005-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,449994
2005-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,405223
2005-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,434093
2005-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,383140
2005-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,412358
2005-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,390008
2005-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,327104
2006-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,357602
2006-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,350941
2006-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,298281
2006-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,343198
2006-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,370722
2006-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,395417
2006-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,411233
2006-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,454395
2006-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,381110
2006-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,405538
2006-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,283425
2006-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,262465
2007-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,256144
2007-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,230852
2007-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,231660
2007-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,235051
2007-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,275964
2007-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,299545
2007-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,282969
2007-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,316432
2007-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,291866
2007-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,280342
2007-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,245183
2007-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,237049
2008-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,236386
2008-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,199453
2008-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,209885
2008-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,193509
2008-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,258529
2008-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,276301
1991-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,258835
1991-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,264181
1991-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,250416
1991-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,248537
1991-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,226983
1991-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,221579
1992-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,207774
1992-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,199740
1992-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,190702
1992-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,181126
1992-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,226350
1992-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,243823
1992-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,250062
1992-08-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,240745
1992-09-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,239432
1992-10-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,218071
1992-11-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,216919
1992-12-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,202682
1993-01-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,176810
1993-02-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,181246
1993-03-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,165449
1993-04-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,171565
1993-05-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,194483
1993-06-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,232625
1993-07-01T00:00:00Z,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,201612
